scenario,N,net,t0,method,sigma,time,wait,stops,lefts,rights,links,away
base_N8,8,9,30.0,TD-OPT,,952.4328461805384,73.20542804218678,4,5,5,14,0
base_N8,8,9,45.0,SP-FF,,1241.3247401534636,423.99450108226563,8,3,3,14,
base_N8,8,9,45.0,SP-STATIC,,1205.2255684498718,371.67390710919415,6,4,5,14,
base_N8,8,9,45.0,GREEDY,,1241.3247401534636,316.73232636293807,8,1,1,14,
base_N8,8,9,45.0,TD-OPT,,1001.3247401534636,176.55220601954363,5,3,2,14,0
base_N8,8,9,60.0,SP-FF,,1226.3247401534636,408.99450108226563,8,3,3,14,
base_N8,8,9,60.0,SP-STATIC,,1190.2255684498718,356.67390710919415,6,4,5,14,
base_N8,8,9,60.0,GREEDY,,1226.3247401534636,301.73232636293807,8,1,1,14,
base_N8,8,9,60.0,TD-OPT,,986.3247401534636,161.55220601954363,4,3,2,14,0
base_N8,8,9,75.0,SP-FF,,1211.3247401534636,393.99450108226563,8,3,3,14,
base_N8,8,9,75.0,SP-STATIC,,1175.2255684498718,341.67390710919415,6,4,5,14,
base_N8,8,9,75.0,GREEDY,,1211.3247401534636,286.73232636293807,8,1,1,14,
base_N8,8,9,75.0,TD-OPT,,971.3247401534636,116.62379094129477,4,4,3,14,0
base_N8,8,9,90.0,SP-FF,,1196.3247401534636,378.99450108226563,8,3,3,14,
base_N8,8,9,90.0,SP-STATIC,,1160.2255684498718,326.67390710919415,6,4,5,14,
base_N8,8,9,90.0,GREEDY,,1078.840414444522,227.38487867671944,4,2,2,14,
base_N8,8,9,90.0,TD-OPT,,956.3247401534636,103.37506538987265,4,3,3,14,0
base_N8,8,9,105.0,SP-FF,,1181.3247401534636,363.99450108226563,8,3,3,14,
base_N8,8,9,105.0,SP-STATIC,,1145.2255684498718,311.67390710919415,6,4,5,14,
base_N8,8,9,105.0,GREEDY,,1181.3247401534636,234.2546723059362,5,3,3,14,
base_N8,8,9,105.0,TD-OPT,,941.3247401534636,88.37506538987265,4,3,3,14,0
base_N8,8,10,0.0,SP-FF,,1134.776445314786,370.9505511367265,9,3,3,14,
base_N8,8,10,0.0,SP-STATIC,,1134.776445314786,370.9505511367265,9,3,3,14,
base_N8,8,10,0.0,GREEDY,,1254.776445314786,303.4386880957423,7,1,1,14,
base_N8,8,10,0.0,TD-OPT,,933.3245533774211,106.32863141647064,4,3,4,14,0
base_N8,8,10,15.0,SP-FF,,1119.776445314786,355.9505511367265,8,3,3,14,
base_N8,8,10,15.0,SP-STATIC,,1119.776445314786,355.9505511367265,8,3,3,14,
base_N8,8,10,15.0,GREEDY,,1119.776445314786,217.13692220704502,9,1,1,14,
base_N8,8,10,15.0,TD-OPT,,918.3245533774211,91.32863141647067,3,3,4,14,0
base_N8,8,10,30.0,SP-FF,,1104.776445314786,340.9505511367265,8,3,3,14,
base_N8,8,10,30.0,SP-STATIC,,1104.776445314786,340.9505511367265,8,3,3,14,
base_N8,8,10,30.0,GREEDY,,1104.776445314786,202.136922207045,9,1,1,14,
base_N8,8,10,30.0,TD-OPT,,903.3245533774211,76.32863141647064,3,3,4,14,0
base_N8,8,10,45.0,SP-FF,,1089.776445314786,325.9505511367265,7,3,3,14,
base_N8,8,10,45.0,SP-STATIC,,1089.776445314786,325.9505511367265,7,3,3,14,
base_N8,8,10,45.0,GREEDY,,1209.776445314786,336.84154108494397,7,2,2,14,
base_N8,8,10,45.0,TD-OPT,,888.3245533774211,22.884286839819254,2,3,4,14,0
base_N8,8,10,60.0,SP-FF,,1194.776445314786,430.9505511367263,9,3,3,14,
base_N8,8,10,60.0,SP-STATIC,,1194.776445314786,430.9505511367263,9,3,3,14,
base_N8,8,10,60.0,GREEDY,,1314.7764453147863,363.43868809574224,9,1,1,14,
base_N8,8,10,60.0,TD-OPT,,993.3245533774211,166.32863141647042,4,3,4,14,0
base_N8,8,10,75.0,SP-FF,,1179.776445314786,415.9505511367262,9,3,3,14,
base_N8,8,10,75.0,SP-STATIC,,1179.776445314786,415.9505511367262,9,3,3,14,
base_N8,8,10,75.0,GREEDY,,1299.7764453147863,348.43868809574224,9,1,1,14,
base_N8,8,10,75.0,TD-OPT,,978.3245533774211,151.32863141647042,4,3,4,14,0
base_N8,8,10,90.0,SP-FF,,1164.776445314786,400.9505511367262,9,3,3,14,
base_N8,8,10,90.0,SP-STATIC,,1164.776445314786,400.9505511367262,9,3,3,14,
base_N8,8,10,90.0,GREEDY,,1284.7764453147863,333.43868809574224,8,1,1,14,
base_N8,8,10,90.0,TD-OPT,,963.3245533774211,136.32863141647042,4,3,4,14,0
base_N8,8,10,105.0,SP-FF,,1149.776445314786,385.9505511367262,9,3,3,14,
base_N8,8,10,105.0,SP-STATIC,,1149.776445314786,385.9505511367262,9,3,3,14,
base_N8,8,10,105.0,GREEDY,,1269.7764453147863,318.43868809574224,8,1,1,14,
base_N8,8,10,105.0,TD-OPT,,948.3245533774211,121.32863141647042,4,3,4,14,0
base_N8,8,11,0.0,SP-FF,,1112.3816946345,339.568744298278,8,4,4,14,
base_N8,8,11,0.0,SP-STATIC,,1093.067503371424,297.5080176329321,7,5,6,14,
base_N8,8,11,0.0,GREEDY,,1012.3816946345,121.0392555818838,4,2,2,14,
base_N8,8,11,0.0,TD-OPT,,872.3816946345,59.7667306206809,4,5,5,14,0
base_N8,8,11,15.0,SP-FF,,1097.3816946345,324.568744298278,8,4,4,14,
base_N8,8,11,15.0,SP-STATIC,,1078.067503371424,282.5080176329321,7,5,6,14,
base_N8,8,11,15.0,GREEDY,,977.3816946345,123.63374907213483,3,3,3,14,
base_N8,8,11,15.0,TD-OPT,,857.3816946345,44.76673062068096,3,5,5,14,0
base_N8,8,11,30.0,SP-FF,,1082.3816946345,309.5687442982779,7,4,4,14,
base_N8,8,11,30.0,SP-STATIC,,1063.067503371424,267.508017632932,6,5,6,14,
base_N8,8,11,30.0,GREEDY,,982.3816946345,135.00548521769463,5,4,4,14,
base_N8,8,11,30.0,TD-OPT,,842.3816946345,49.070201582761456,4,4,4,14,0
base_N8,8,11,45.0,SP-FF,,1067.3816946345,294.5687442982779,6,4,4,14,
base_N8,8,11,45.0,SP-STATIC,,1048.067503371424,252.50801763293205,5,5,6,14,
base_N8,8,11,45.0,GREEDY,,1092.5947334702366,221.32070681950617,4,3,3,14,
base_N8,8,11,45.0,TD-OPT,,947.3816946345,139.71726528243133,5,5,5,14,0
base_N8,8,11,60.0,SP-FF,,1172.3816946345,399.5687442982779,8,4,4,14,
base_N8,8,11,60.0,SP-STATIC,,1153.067503371424,357.50801763293214,7,5,6,14,
base_N8,8,11,60.0,GREEDY,,1077.5947334702366,177.28446844601135,3,3,3,14,
base_N8,8,11,60.0,TD-OPT,,932.3816946345,107.24488672361673,6,4,4,14,0
base_N8,8,11,75.0,SP-FF,,1157.3816946345,384.5687442982779,8,4,4,14,
base_N8,8,11,75.0,SP-STATIC,,1138.067503371424,342.50801763293214,7,5,6,14,
base_N8,8,11,75.0,GREEDY,,1182.5947334702366,299.1844768104801,6,1,1,14,
base_N8,8,11,75.0,TD-OPT,,917.3816946345,104.76673062068099,5,5,5,14,0
base_N8,8,11,90.0,SP-FF,,1142.3816946345,369.5687442982779,8,4,4,14,
base_N8,8,11,90.0,SP-STATIC,,1123.067503371424,327.50801763293214,7,5,6,14,
base_N8,8,11,90.0,GREEDY,,1167.5947334702366,273.5207537130438,5,2,2,14,
base_N8,8,11,90.0,TD-OPT,,902.3816946345,89.76673062068099,5,5,5,14,0
base_N8,8,11,105.0,SP-FF,,1127.3816946345,354.5687442982779,8,4,4,14,
base_N8,8,11,105.0,SP-STATIC,,1108.067503371424,312.50801763293214,7,5,6,14,
base_N8,8,11,105.0,GREEDY,,1032.5947334702366,132.28446844601135,3,3,3,14,
base_N8,8,11,105.0,TD-OPT,,887.3816946345,74.76673062068099,5,5,5,14,0
base_N8,8,12,0.0,SP-FF,,1129.9825397062662,286.55225537464827,7,1,2,14,
base_N8,8,12,0.0,SP-STATIC,,1016.1528849060225,156.7967110211803,4,4,5,14,
base_N8,8,12,0.0,GREEDY,,1376.5548253335783,324.29648293710665,8,2,2,14,
base_N8,8,12,0.0,TD-OPT,,1009.9825397062659,153.58428991528538,5,3,4,14,0
base_N8,8,12,15.0,SP-FF,,1114.9825397062662,271.55225537464827,7,1,2,14,
base_N8,8,12,15.0,SP-STATIC,,1001.1528849060225,141.7967110211803,4,4,5,14,
base_N8,8,12,15.0,GREEDY,,1361.5548253335783,309.29648293710665,8,2,2,14,
base_N8,8,12,15.0,TD-OPT,,994.9825397062659,138.58428991528538,5,3,4,14,0
base_N8,8,12,30.0,SP-FF,,1099.9825397062662,256.5522553746482,6,1,2,14,
base_N8,8,12,30.0,SP-STATIC,,986.1528849060225,126.79671102118027,3,4,5,14,
base_N8,8,12,30.0,GREEDY,,1226.5548253335785,243.166608056036,8,2,2,14,
base_N8,8,12,30.0,TD-OPT,,979.9825397062659,123.58428991528535,4,3,4,14,0
base_N8,8,12,45.0,SP-FF,,1204.9825397062662,361.55225537464867,7,1,2,14,
base_N8,8,12,45.0,SP-STATIC,,1091.1528849060226,231.79671102118024,4,4,5,14,
base_N8,8,12,45.0,GREEDY,,1331.5548253335783,317.65086747958185,8,1,1,14,
base_N8,8,12,45.0,TD-OPT,,1064.437617007721,89.63661009956016,3,3,4,14,0
base_N8,8,12,60.0,SP-FF,,1189.9825397062662,346.55225537464867,7,1,2,14,
base_N8,8,12,60.0,SP-STATIC,,1076.1528849060226,216.79671102118024,4,4,5,14,
base_N8,8,12,60.0,GREEDY,,1316.5548253335783,302.65086747958185,8,1,1,14,
base_N8,8,12,60.0,TD-OPT,,1049.437617007721,74.63661009956016,3,3,4,14,0
base_N8,8,12,75.0,SP-FF,,1174.9825397062662,331.55225537464867,7,1,2,14,
base_N8,8,12,75.0,SP-STATIC,,1061.1528849060226,201.79671102118024,4,4,5,14,
base_N8,8,12,75.0,GREEDY,,1301.5548253335783,249.80984936358192,7,2,2,14,
base_N8,8,12,75.0,TD-OPT,,1034.437617007721,21.7955919835602,2,4,5,14,0
base_N8,8,12,90.0,SP-FF,,1159.9825397062662,316.55225537464867,7,1,2,14,
base_N8,8,12,90.0,SP-STATIC,,1046.1528849060226,186.79671102118024,4,4,5,14,
base_N8,8,12,90.0,GREEDY,,1286.5548253335783,234.80984936358186,6,2,2,14,
base_N8,8,12,90.0,TD-OPT,,1019.437617007721,6.7955919835602,2,4,5,14,0
base_N8,8,12,105.0,SP-FF,,1144.9825397062662,301.55225537464867,7,1,2,14,
base_N8,8,12,105.0,SP-STATIC,,1031.1528849060226,171.79671102118024,4,4,5,14,
base_N8,8,12,105.0,GREEDY,,1391.5548253335783,339.2964829371064,8,2,2,14,
base_N8,8,12,105.0,TD-OPT,,1024.9825397062662,168.58428991528544,5,3,4,14,0
base_N8,8,13,0.0,SP-FF,,1086.9284976763338,315.9747175985942,7,3,4,14,
base_N8,8,13,0.0,SP-STATIC,,1086.9284976763338,315.9747175985942,7,3,4,14,
base_N8,8,13,0.0,GREEDY,,1169.034115300344,299.5678616482417,7,1,1,14,
base_N8,8,13,0.0,TD-OPT,,886.468926407788,76.53611220071724,5,3,4,14,0
base_N8,8,13,15.0,SP-FF,,1071.9284976763338,300.9747175985942,6,3,4,14,
base_N8,8,13,15.0,SP-STATIC,,1071.9284976763338,300.9747175985942,6,3,4,14,
base_N8,8,13,15.0,GREEDY,,1154.034115300344,292.3193590059678,8,1,1,14,
base_N8,8,13,15.0,TD-OPT,,871.468926407788,61.53611220071724,4,3,4,14,0
base_N8,8,13,30.0,SP-FF,,1056.9284976763338,285.9747175985942,5,3,4,14,
base_N8,8,13,30.0,SP-STATIC,,1056.9284976763338,285.9747175985942,5,3,4,14,
base_N8,8,13,30.0,GREEDY,,1229.028678236693,300.4158420221926,5,2,2,14,
base_N8,8,13,30.0,TD-OPT,,856.468926407788,46.53611220071724,3,3,4,14,0
base_N8,8,13,45.0,SP-FF,,1041.9284976763338,270.9747175985942,5,3,4,14,
base_N8,8,13,45.0,SP-STATIC,,1041.9284976763338,270.9747175985942,5,3,4,14,
base_N8,8,13,45.0,GREEDY,,1004.034115300344,170.9776649082345,4,3,3,14,
base_N8,8,13,45.0,TD-OPT,,841.468926407788,31.53611220071724,2,3,4,14,0
base_N8,8,13,60.0,SP-FF,,1146.9284976763338,375.9747175985941,7,3,4,14,
base_N8,8,13,60.0,SP-STATIC,,1146.9284976763338,375.9747175985941,7,3,4,14,
base_N8,8,13,60.0,GREEDY,,1109.034115300344,239.56786164824172,6,1,1,14,
base_N8,8,13,60.0,TD-OPT,,906.928497676334,83.8065041500551,4,2,3,14,0
base_N8,8,13,75.0,SP-FF,,1131.9284976763338,360.9747175985941,7,3,4,14,
base_N8,8,13,75.0,SP-STATIC,,1131.9284976763338,360.9747175985941,7,3,4,14,
base_N8,8,13,75.0,GREEDY,,1094.034115300344,224.56786164824172,6,1,1,14,
base_N8,8,13,75.0,TD-OPT,,891.928497676334,68.8065041500551,4,2,3,14,0
base_N8,8,13,90.0,SP-FF,,1116.9284976763338,345.9747175985941,7,3,4,14,
base_N8,8,13,90.0,SP-STATIC,,1116.9284976763338,345.9747175985941,7,3,4,14,
base_N8,8,13,90.0,GREEDY,,1079.034115300344,209.56786164824175,6,1,1,14,
base_N8,8,13,90.0,TD-OPT,,876.928497676334,53.80650415005513,4,2,3,14,0
base_N8,8,13,105.0,SP-FF,,1101.9284976763338,330.9747175985941,7,3,4,14,
base_N8,8,13,105.0,SP-STATIC,,1101.9284976763338,330.9747175985941,7,3,4,14,
base_N8,8,13,105.0,GREEDY,,1184.034115300344,296.75447082621855,8,2,2,14,
base_N8,8,13,105.0,TD-OPT,,901.468926407788,91.5361122007171,5,3,4,14,0
base_N8,8,14,0.0,SP-FF,,1126.0076467275655,316.9754997749469,7,1,2,14,
base_N8,8,14,0.0,SP-STATIC,,1006.0076467275655,184.2786274200331,7,3,4,14,
base_N8,8,14,0.0,GREEDY,,1294.8398031606885,323.88766663017054,7,1,1,14,
base_N8,8,14,0.0,TD-OPT,,914.8398031606883,49.87360881462007,5,5,5,14,0
base_N8,8,14,15.0,SP-FF,,1111.0076467275655,301.9754997749469,7,1,2,14,
base_N8,8,14,15.0,SP-STATIC,,991.0076467275655,169.2786274200331,7,3,4,14,
base_N8,8,14,15.0,GREEDY,,1279.8398031606885,308.88766663017054,7,1,1,14,
base_N8,8,14,15.0,TD-OPT,,899.8398031606883,34.87360881462007,5,5,5,14,0
base_N8,8,14,30.0,SP-FF,,1096.0076467275655,286.9754997749469,7,1,2,14,
base_N8,8,14,30.0,SP-STATIC,,976.0076467275655,154.2786274200331,5,3,4,14,
base_N8,8,14,30.0,GREEDY,,1144.8398031606885,293.94598425215366,5,2,2,14,
base_N8,8,14,30.0,TD-OPT,,884.8398031606883,19.87360881462007,3,5,5,14,0
base_N8,8,14,45.0,SP-FF,,1081.0076467275655,271.97549977494685,6,1,2,14,
base_N8,8,14,45.0,SP-STATIC,,961.0076467275655,139.2786274200331,4,3,4,14,
base_N8,8,14,45.0,GREEDY,,1129.8398031606885,213.73364021994573,4,2,2,14,
base_N8,8,14,45.0,TD-OPT,,869.8398031606883,4.87360881462007,2,5,5,14,0
base_N8,8,14,60.0,SP-FF,,1066.0076467275655,256.97549977494685,6,1,2,14,
base_N8,8,14,60.0,SP-STATIC,,1066.0076467275655,244.27862742003293,6,3,4,14,
base_N8,8,14,60.0,GREEDY,,1114.8398031606885,198.73364021994573,4,2,2,14,
base_N8,8,14,60.0,TD-OPT,,946.0076467275655,86.30928542152648,3,4,5,14,0
base_N8,8,14,75.0,SP-FF,,1051.0076467275655,241.97549977494685,6,1,2,14,
base_N8,8,14,75.0,SP-STATIC,,1051.0076467275655,229.2786274200329,7,3,4,14,
base_N8,8,14,75.0,GREEDY,,1099.8398031606885,183.73364021994573,4,2,2,14,
base_N8,8,14,75.0,TD-OPT,,931.0076467275655,71.3092854215264,2,4,5,14,0
base_N8,8,14,90.0,SP-FF,,1156.0076467275655,346.9754997749466,7,1,2,14,
base_N8,8,14,90.0,SP-STATIC,,1036.0076467275655,214.2786274200329,7,3,4,14,
base_N8,8,14,90.0,GREEDY,,1324.8398031606885,353.8876666301703,7,1,1,14,
base_N8,8,14,90.0,TD-OPT,,944.8398031606885,79.87360881461998,5,5,5,14,0
base_N8,8,14,105.0,SP-FF,,1141.0076467275655,331.9754997749466,7,1,2,14,
base_N8,8,14,105.0,SP-STATIC,,1021.0076467275655,199.2786274200329,7,3,4,14,
base_N8,8,14,105.0,GREEDY,,1309.8398031606885,338.8876666301703,7,1,1,14,
base_N8,8,14,105.0,TD-OPT,,929.8398031606885,64.87360881461998,5,5,5,14,0
base_N8,8,15,0.0,SP-FF,,1171.0697592834497,395.2749693106035,8,3,2,14,
base_N8,8,15,0.0,SP-STATIC,,1136.0629187943089,338.21088681679055,7,4,5,14,
base_N8,8,15,0.0,GREEDY,,1071.0697592834497,161.56288343961384,8,2,2,14,
base_N8,8,15,0.0,TD-OPT,,920.7846725844312,109.97002529394533,6,3,4,14,0
base_N8,8,15,15.0,SP-FF,,1156.0697592834497,380.2749693106035,8,3,2,14,
base_N8,8,15,15.0,SP-STATIC,,1121.0629187943089,323.21088681679055,6,4,5,14,
base_N8,8,15,15.0,GREEDY,,1056.0697592834497,146.56288343961384,6,2,2,14,
base_N8,8,15,15.0,TD-OPT,,905.7846725844312,94.97002529394533,4,3,4,14,0
base_N8,8,15,30.0,SP-FF,,1141.0697592834497,365.2749693106035,8,3,2,14,
base_N8,8,15,30.0,SP-STATIC,,1106.0629187943089,308.21088681679055,6,4,5,14,
base_N8,8,15,30.0,GREEDY,,1041.0697592834497,131.5628834396138,5,2,2,14,
base_N8,8,15,30.0,TD-OPT,,890.7846725844312,79.97002529394527,4,3,4,14,0
base_N8,8,15,45.0,SP-FF,,1126.0697592834497,350.2749693106035,8,3,2,14,
base_N8,8,15,45.0,SP-STATIC,,1211.0629187943089,413.21088681679055,7,4,5,14,
base_N8,8,15,45.0,GREEDY,,1266.0697592834497,305.9654619773647,8,2,2,14,
base_N8,8,15,45.0,TD-OPT,,875.7846725844312,71.06510457005632,5,4,4,14,0
base_N8,8,15,60.0,SP-FF,,1111.0697592834497,335.27496931060347,7,3,2,14,
base_N8,8,15,60.0,SP-STATIC,,1196.0629187943089,398.21088681679055,7,4,5,14,
base_N8,8,15,60.0,GREEDY,,1251.0697592834497,290.9654619773647,8,2,2,14,
base_N8,8,15,60.0,TD-OPT,,860.7846725844312,56.06510457005629,4,4,4,14,0
base_N8,8,15,75.0,SP-FF,,1096.0697592834497,320.27496931060347,7,3,2,14,
base_N8,8,15,75.0,SP-STATIC,,1181.0629187943089,383.21088681679055,7,4,5,14,
base_N8,8,15,75.0,GREEDY,,1116.0697592834497,206.56288343961378,8,2,2,14,
base_N8,8,15,75.0,TD-OPT,,965.7846725844313,133.2311878721789,6,4,4,14,0
base_N8,8,15,90.0,SP-FF,,1081.0697592834497,305.27496931060347,7,3,2,14,
base_N8,8,15,90.0,SP-STATIC,,1166.0629187943089,368.21088681679055,7,4,5,14,
base_N8,8,15,90.0,GREEDY,,1101.0697592834497,191.5628834396138,8,2,2,14,
base_N8,8,15,90.0,TD-OPT,,950.7846725844313,118.23118787217892,6,4,4,14,0
base_N8,8,15,105.0,SP-FF,,1186.0697592834497,410.27496931060347,8,3,2,14,
base_N8,8,15,105.0,SP-STATIC,,1151.0629187943089,353.21088681679055,7,4,5,14,
base_N8,8,15,105.0,GREEDY,,1086.0697592834497,176.5628834396138,8,2,2,14,
base_N8,8,15,105.0,TD-OPT,,935.7846725844313,124.97002529394541,6,3,4,14,0
base_N8,8,16,0.0,SP-FF,,1195.5771191408373,426.20665066104664,10,2,1,14,
base_N8,8,16,0.0,SP-STATIC,,1075.5771191408373,272.1826494856033,6,5,4,14,
base_N8,8,16,0.0,GREEDY,,1101.3538170431852,152.36279632819702,4,1,1,14,
base_N8,8,16,0.0,TD-OPT,,936.4163883083914,46.01052091985897,4,2,2,14,0
base_N8,8,16,15.0,SP-FF,,1180.5771191408373,411.20665066104664,8,2,1,14,
base_N8,8,16,15.0,SP-STATIC,,1060.5771191408373,257.1826494856033,6,5,4,14,
base_N8,8,16,15.0,GREEDY,,1086.3538170431852,136.36865430922012,4,2,2,14,
base_N8,8,16,15.0,TD-OPT,,921.4163883083914,31.01052091985897,4,2,2,14,0
base_N8,8,16,30.0,SP-FF,,1165.5771191408373,396.20665066104664,8,2,1,14,
base_N8,8,16,30.0,SP-STATIC,,1045.5771191408373,242.18264948560326,6,5,4,14,
base_N8,8,16,30.0,GREEDY,,1046.4163883083913,132.59014185873377,5,3,3,14,
base_N8,8,16,30.0,TD-OPT,,906.4163883083914,16.01052091985897,4,2,2,14,0
base_N8,8,16,45.0,SP-FF,,1150.5771191408373,381.20665066104664,8,2,1,14,
base_N8,8,16,45.0,SP-STATIC,,1030.5771191408373,227.18264948560326,6,5,4,14,
base_N8,8,16,45.0,GREEDY,,1151.4163883083913,203.2108724846385,6,3,3,14,
base_N8,8,16,45.0,TD-OPT,,899.6300827913248,17.806343132336366,3,6,5,14,0
base_N8,8,16,60.0,SP-FF,,1255.5771191408373,486.20665066104664,10,2,1,14,
base_N8,8,16,60.0,SP-STATIC,,1015.5771191408373,212.18264948560324,5,5,4,14,
base_N8,8,16,60.0,GREEDY,,1136.4163883083913,188.2108724846385,6,3,3,14,
base_N8,8,16,60.0,TD-OPT,,948.318392911265,68.87980191878819,2,6,6,14,0
base_N8,8,16,75.0,SP-FF,,1240.5771191408373,471.20665066104664,10,2,1,14,
base_N8,8,16,75.0,SP-STATIC,,1120.5771191408373,317.1826494856033,6,5,4,14,
base_N8,8,16,75.0,GREEDY,,1146.353817043185,197.36279632819685,5,1,1,14,
base_N8,8,16,75.0,TD-OPT,,981.4163883083913,91.01052091985886,4,2,2,14,0
base_N8,8,16,90.0,SP-FF,,1225.5771191408373,456.20665066104664,10,2,1,14,
base_N8,8,16,90.0,SP-STATIC,,1105.5771191408373,302.1826494856033,6,5,4,14,
base_N8,8,16,90.0,GREEDY,,1131.353817043185,182.36279632819685,5,1,1,14,
base_N8,8,16,90.0,TD-OPT,,966.4163883083913,76.01052091985886,4,2,2,14,0
base_N8,8,16,105.0,SP-FF,,1210.5771191408373,441.20665066104664,10,2,1,14,
base_N8,8,16,105.0,SP-STATIC,,1090.5771191408373,287.1826494856033,6,5,4,14,
base_N8,8,16,105.0,GREEDY,,1116.353817043185,167.36279632819685,5,1,1,14,
base_N8,8,16,105.0,TD-OPT,,951.4163883083913,61.01052091985886,4,2,2,14,0
base_N8,8,17,0.0,SP-FF,,1143.143253425193,355.1191626728827,10,3,2,14,
base_N8,8,17,0.0,SP-STATIC,,1115.8208928398674,272.1554461436632,7,4,5,14,
base_N8,8,17,0.0,GREEDY,,1003.1432534251932,86.88764740910784,3,3,3,14,
base_N8,8,17,0.0,TD-OPT,,903.1432534251932,42.598433985042675,2,2,2,14,0
base_N8,8,17,15.0,SP-FF,,1128.143253425193,340.11916267288274,9,3,2,14,
base_N8,8,17,15.0,SP-STATIC,,1100.8208928398674,257.1554461436632,7,4,5,14,
base_N8,8,17,15.0,GREEDY,,1128.143253425193,189.1540234076175,5,3,3,14,
base_N8,8,17,15.0,TD-OPT,,961.3317336058385,114.35269916850456,6,3,3,14,0
base_N8,8,17,30.0,SP-FF,,1113.143253425193,325.1191626728827,9,3,2,14,
base_N8,8,17,30.0,SP-STATIC,,1085.8208928398674,242.1554461436632,7,4,5,14,
base_N8,8,17,30.0,GREEDY,,1118.7131019141857,178.18262707060637,4,2,2,14,
base_N8,8,17,30.0,TD-OPT,,946.3317336058385,99.35269916850461,6,3,3,14,0
base_N8,8,17,45.0,SP-FF,,1218.143253425193,430.11916267288274,10,3,2,14,
base_N8,8,17,45.0,SP-STATIC,,1070.8208928398674,227.15544614366326,6,4,5,14,
base_N8,8,17,45.0,GREEDY,,1098.143253425193,190.38545322015509,5,4,4,14,
base_N8,8,17,45.0,TD-OPT,,931.3317336058385,77.38117010193213,5,5,4,14,0
base_N8,8,17,60.0,SP-FF,,1203.143253425193,415.11916267288274,10,3,2,14,
base_N8,8,17,60.0,SP-STATIC,,1175.8208928398674,332.15544614366314,7,4,5,14,
base_N8,8,17,60.0,GREEDY,,1088.7131019141857,199.79668101016097,6,2,2,14,
base_N8,8,17,60.0,TD-OPT,,916.3317336058385,62.38117010193213,5,5,4,14,0
base_N8,8,17,75.0,SP-FF,,1188.143253425193,400.11916267288274,10,3,2,14,
base_N8,8,17,75.0,SP-STATIC,,1160.8208928398674,317.15544614366314,7,4,5,14,
base_N8,8,17,75.0,GREEDY,,1073.7131019141857,184.79668101016097,6,2,2,14,
base_N8,8,17,75.0,TD-OPT,,948.1432534251932,87.59843398504275,5,2,2,14,0
base_N8,8,17,90.0,SP-FF,,1173.143253425193,385.11916267288274,10,3,2,14,
base_N8,8,17,90.0,SP-STATIC,,1145.8208928398674,302.15544614366314,7,4,5,14,
base_N8,8,17,90.0,GREEDY,,1058.7131019141857,169.79668101016097,6,2,2,14,
base_N8,8,17,90.0,TD-OPT,,933.1432534251932,72.59843398504275,5,2,2,14,0
base_N8,8,17,105.0,SP-FF,,1158.143253425193,370.11916267288274,10,3,2,14,
base_N8,8,17,105.0,SP-STATIC,,1130.8208928398674,287.15544614366314,7,4,5,14,
base_N8,8,17,105.0,GREEDY,,1038.143253425193,99.1540234076175,4,3,3,14,
base_N8,8,17,105.0,TD-OPT,,918.1432534251932,57.598433985042746,5,2,2,14,0
base_N8,8,18,0.0,SP-FF,,1121.6858586012938,372.94759685254496,8,4,4,14,
base_N8,8,18,0.0,SP-STATIC,,1121.6858586012938,362.090445915608,6,5,5,14,
base_N8,8,18,0.0,GREEDY,,1166.7477163766648,153.286312989488,6,2,2,14,
base_N8,8,18,0.0,TD-OPT,,1001.6858586012938,108.9433830589783,3,4,5,14,0
base_N8,8,18,15.0,SP-FF,,1106.6858586012938,357.94759685254496,8,4,4,14,
base_N8,8,18,15.0,SP-STATIC,,1106.6858586012938,347.090445915608,6,5,5,14,
base_N8,8,18,15.0,GREEDY,,1031.7477163766648,95.8137735757931,3,3,3,14,
base_N8,8,18,15.0,TD-OPT,,986.6858586012938,93.94338305897827,2,4,5,14,0
base_N8,8,18,30.0,SP-FF,,1091.6858586012938,342.94759685254496,8,4,4,14,
base_N8,8,18,30.0,SP-STATIC,,1091.6858586012938,332.090445915608,6,5,5,14,
base_N8,8,18,30.0,GREEDY,,1136.7477163766648,185.8405934986672,7,2,2,14,
base_N8,8,18,30.0,TD-OPT,,971.6858586012938,137.45136027703407,6,5,5,14,0
base_N8,8,18,45.0,SP-FF,,1076.6858586012938,327.94759685254496,8,4,4,14,
base_N8,8,18,45.0,SP-STATIC,,1076.6858586012938,317.090445915608,6,5,5,14,
base_N8,8,18,45.0,GREEDY,,1121.7477163766648,170.84059349866718,6,2,2,14,
base_N8,8,18,45.0,TD-OPT,,956.6858586012938,122.45136027703407,6,5,5,14,0
base_N8,8,18,60.0,SP-FF,,1061.6858586012938,312.94759685254496,8,4,4,14,
base_N8,8,18,60.0,SP-STATIC,,1061.6858586012938,302.090445915608,6,5,5,14,
base_N8,8,18,60.0,GREEDY,,1226.7477163766648,213.28631298948775,8,2,2,14,
base_N8,8,18,60.0,TD-OPT,,941.6858586012938,107.45136027703407,6,5,5,14,0
base_N8,8,18,75.0,SP-FF,,1046.6858586012938,297.94759685254496,7,4,4,14,
base_N8,8,18,75.0,SP-STATIC,,1046.6858586012938,287.090445915608,5,5,5,14,
base_N8,8,18,75.0,GREEDY,,1211.7477163766648,198.28631298948775,8,2,2,14,
